ACCURACY,GRAIN,DELAY,TEXT,TOOL,EXPERIMENT
0.5901162790697675,CORN,2,Content,VADER,3b
0.6133720930232558,CORN,2,Content,VADER,3b
0.6337209302325582,CORN,2,Content,VADER,3b
0.5784883720930233,CORN,2,Content,VADER,3b
0.6104651162790697,CORN,2,Content,VADER,3b
0.5959302325581395,CORN,2,Content,VADER,3b
0.5843023255813954,CORN,2,Content,VADER,3b
0.6075581395348837,CORN,2,Content,VADER,3b
0.5959302325581395,CORN,2,Content,VADER,3b
0.6133720930232558,CORN,2,Content,VADER,3b
0.6104651162790697,CORN,2,Content,VADER,3b
0.622093023255814,CORN,2,Content,VADER,3b
0.5872093023255814,CORN,2,Content,VADER,3b
0.5668604651162791,CORN,2,Content,VADER,3b
0.5726744186046512,CORN,2,Content,VADER,3b
0.6191860465116279,CORN,2,Content,VADER,3b
0.563953488372093,CORN,2,Content,VADER,3b
0.5668604651162791,CORN,2,Content,VADER,3b
0.5843023255813954,CORN,2,Content,VADER,3b
0.6133720930232558,CORN,2,Content,VADER,3b
0.5930232558139535,CORN,2,Content,VADER,3b
0.6017441860465116,CORN,2,Content,VADER,3b
0.6104651162790697,CORN,2,Content,VADER,3b
0.5959302325581395,CORN,2,Content,VADER,3b
0.6191860465116279,CORN,2,Content,VADER,3b
0.5872093023255814,CORN,3,Content,VADER,3b
0.5843023255813954,CORN,3,Content,VADER,3b
0.6308139534883721,CORN,3,Content,VADER,3b
0.5872093023255814,CORN,3,Content,VADER,3b
0.5290697674418605,CORN,3,Content,VADER,3b
0.5697674418604651,CORN,3,Content,VADER,3b
0.5755813953488372,CORN,3,Content,VADER,3b
0.5959302325581395,CORN,3,Content,VADER,3b
0.5843023255813954,CORN,3,Content,VADER,3b
0.6046511627906976,CORN,3,Content,VADER,3b
0.5668604651162791,CORN,3,Content,VADER,3b
0.6046511627906976,CORN,3,Content,VADER,3b
0.5697674418604651,CORN,3,Content,VADER,3b
0.5348837209302325,CORN,3,Content,VADER,3b
0.5465116279069767,CORN,3,Content,VADER,3b
0.5668604651162791,CORN,3,Content,VADER,3b
0.5784883720930233,CORN,3,Content,VADER,3b
0.6133720930232558,CORN,3,Content,VADER,3b
0.6017441860465116,CORN,3,Content,VADER,3b
0.563953488372093,CORN,3,Content,VADER,3b
0.5784883720930233,CORN,3,Content,VADER,3b
0.5581395348837209,CORN,3,Content,VADER,3b
0.6075581395348837,CORN,3,Content,VADER,3b
0.5930232558139535,CORN,3,Content,VADER,3b
0.5959302325581395,CORN,3,Content,VADER,3b
0.5988372093023255,CORN,3,Content,VADER,3b
0.5581395348837209,CORN,3,Content,VADER,3b
0.5784883720930233,CORN,3,Content,VADER,3b
0.5697674418604651,CORN,3,Content,VADER,3b
0.5697674418604651,CORN,3,Content,VADER,3b
0.5726744186046512,CORN,3,Content,VADER,3b
0.6104651162790697,CORN,3,Content,VADER,3b
0.5668604651162791,CORN,3,Content,VADER,3b
0.5784883720930233,CORN,3,Content,VADER,3b
0.5494186046511628,CORN,3,Content,VADER,3b
0.6075581395348837,CORN,3,Content,VADER,3b
0.622093023255814,CORN,3,Content,VADER,3b
0.6046511627906976,CORN,3,Content,VADER,3b
0.5726744186046512,CORN,3,Content,VADER,3b
0.5755813953488372,CORN,3,Content,VADER,3b
0.6133720930232558,CORN,3,Content,VADER,3b
0.5668604651162791,CORN,3,Content,VADER,3b
0.5930232558139535,CORN,3,Content,VADER,3b
0.5901162790697675,CORN,3,Content,VADER,3b
0.563953488372093,CORN,3,Content,VADER,3b
0.5959302325581395,CORN,3,Content,VADER,3b
0.5697674418604651,CORN,3,Content,VADER,3b
0.5930232558139535,CORN,3,Content,VADER,3b
0.5843023255813954,CORN,3,Content,VADER,3b
0.6104651162790697,CORN,3,Content,VADER,3b
0.5451895043731778,CORN,5,Content,VADER,3b
0.6326530612244898,CORN,5,Content,VADER,3b
0.5568513119533528,CORN,5,Content,VADER,3b
0.5685131195335277,CORN,5,Content,VADER,3b
0.5918367346938775,CORN,5,Content,VADER,3b
0.5889212827988338,CORN,5,Content,VADER,3b
0.5743440233236151,CORN,5,Content,VADER,3b
0.5743440233236151,CORN,5,Content,VADER,3b
0.6122448979591837,CORN,5,Content,VADER,3b
0.597667638483965,CORN,5,Content,VADER,3b
0.5830903790087464,CORN,5,Content,VADER,3b
0.6209912536443148,CORN,5,Content,VADER,3b
0.5714285714285714,CORN,5,Content,VADER,3b
0.5918367346938775,CORN,5,Content,VADER,3b
0.5889212827988338,CORN,5,Content,VADER,3b
0.5830903790087464,CORN,5,Content,VADER,3b
0.5743440233236151,CORN,5,Content,VADER,3b
0.6034985422740525,CORN,5,Content,VADER,3b
0.5306122448979592,CORN,5,Content,VADER,3b
0.5830903790087464,CORN,5,Content,VADER,3b
0.5568513119533528,CORN,5,Content,VADER,3b
0.597667638483965,CORN,5,Content,VADER,3b
0.6239067055393586,CORN,5,Content,VADER,3b
0.5947521865889213,CORN,5,Content,VADER,3b
0.5860058309037901,CORN,5,Content,VADER,3b
0.5597667638483965,CORN,5,Content,VADER,3b
0.597667638483965,CORN,5,Content,VADER,3b
0.6034985422740525,CORN,5,Content,VADER,3b
0.597667638483965,CORN,5,Content,VADER,3b
0.597667638483965,CORN,5,Content,VADER,3b
0.6034985422740525,CORN,5,Content,VADER,3b
0.5830903790087464,CORN,5,Content,VADER,3b
0.5801749271137027,CORN,5,Content,VADER,3b
0.577259475218659,CORN,5,Content,VADER,3b
0.5830903790087464,CORN,5,Content,VADER,3b
0.5830903790087464,CORN,5,Content,VADER,3b
0.597667638483965,CORN,5,Content,VADER,3b
0.5860058309037901,CORN,5,Content,VADER,3b
0.6064139941690962,CORN,5,Content,VADER,3b
0.6180758017492711,CORN,5,Content,VADER,3b
0.5422740524781341,CORN,5,Content,VADER,3b
0.6209912536443148,CORN,5,Content,VADER,3b
0.577259475218659,CORN,5,Content,VADER,3b
0.5743440233236151,CORN,5,Content,VADER,3b
0.60932944606414,CORN,5,Content,VADER,3b
0.6064139941690962,CORN,5,Content,VADER,3b
0.5801749271137027,CORN,5,Content,VADER,3b
0.5860058309037901,CORN,5,Content,VADER,3b
0.5743440233236151,CORN,5,Content,VADER,3b
0.5889212827988338,CORN,5,Content,VADER,3b
0.5830903790087464,CORN,7,Content,VADER,3b
0.6239067055393586,CORN,7,Content,VADER,3b
0.5685131195335277,CORN,7,Content,VADER,3b
0.6064139941690962,CORN,7,Content,VADER,3b
0.6122448979591837,CORN,7,Content,VADER,3b
0.6122448979591837,CORN,7,Content,VADER,3b
0.6151603498542274,CORN,7,Content,VADER,3b
0.5510204081632653,CORN,7,Content,VADER,3b
0.6064139941690962,CORN,7,Content,VADER,3b
0.5626822157434402,CORN,7,Content,VADER,3b
0.565597667638484,CORN,7,Content,VADER,3b
0.5743440233236151,CORN,7,Content,VADER,3b
0.6151603498542274,CORN,7,Content,VADER,3b
0.5918367346938775,CORN,7,Content,VADER,3b
0.5743440233236151,CORN,7,Content,VADER,3b
0.5918367346938775,CORN,7,Content,VADER,3b
0.5626822157434402,CORN,7,Content,VADER,3b
0.6034985422740525,CORN,7,Content,VADER,3b
0.5889212827988338,CORN,7,Content,VADER,3b
0.6064139941690962,CORN,7,Content,VADER,3b
0.5801749271137027,CORN,7,Content,VADER,3b
0.6034985422740525,CORN,7,Content,VADER,3b
0.6064139941690962,CORN,7,Content,VADER,3b
0.6122448979591837,CORN,7,Content,VADER,3b
0.6064139941690962,CORN,7,Content,VADER,3b
0.60932944606414,CORN,7,Content,VADER,3b
0.60932944606414,CORN,7,Content,VADER,3b
0.5889212827988338,CORN,7,Content,VADER,3b
0.6034985422740525,CORN,7,Content,VADER,3b
0.5860058309037901,CORN,7,Content,VADER,3b
0.5918367346938775,CORN,7,Content,VADER,3b
0.5830903790087464,CORN,7,Content,VADER,3b
0.5714285714285714,CORN,7,Content,VADER,3b
0.577259475218659,CORN,7,Content,VADER,3b
0.6064139941690962,CORN,7,Content,VADER,3b
0.5947521865889213,CORN,7,Content,VADER,3b
0.5626822157434402,CORN,7,Content,VADER,3b
0.6064139941690962,CORN,7,Content,VADER,3b
0.5626822157434402,CORN,7,Content,VADER,3b
0.6005830903790087,CORN,7,Content,VADER,3b
0.5568513119533528,CORN,7,Content,VADER,3b
0.577259475218659,CORN,7,Content,VADER,3b
0.5364431486880467,CORN,7,Content,VADER,3b
0.5714285714285714,CORN,7,Content,VADER,3b
0.6209912536443148,CORN,7,Content,VADER,3b
0.6239067055393586,CORN,7,Content,VADER,3b
0.60932944606414,CORN,7,Content,VADER,3b
0.5801749271137027,CORN,7,Content,VADER,3b
0.5889212827988338,CORN,7,Content,VADER,3b
0.5801749271137027,CORN,7,Content,VADER,3b
0.5852941176470589,CORN,14,Content,VADER,3b
0.5970588235294118,CORN,14,Content,VADER,3b
0.5676470588235294,CORN,14,Content,VADER,3b
0.5882352941176471,CORN,14,Content,VADER,3b
0.5852941176470589,CORN,14,Content,VADER,3b
0.5941176470588235,CORN,14,Content,VADER,3b
0.6264705882352941,CORN,14,Content,VADER,3b
0.5852941176470589,CORN,14,Content,VADER,3b
0.5705882352941176,CORN,14,Content,VADER,3b
0.5882352941176471,CORN,14,Content,VADER,3b
0.5705882352941176,CORN,14,Content,VADER,3b
0.5676470588235294,CORN,14,Content,VADER,3b
0.5970588235294118,CORN,14,Content,VADER,3b
0.638235294117647,CORN,14,Content,VADER,3b
0.6147058823529412,CORN,14,Content,VADER,3b
0.5676470588235294,CORN,14,Content,VADER,3b
0.6147058823529412,CORN,14,Content,VADER,3b
0.5529411764705883,CORN,14,Content,VADER,3b
0.5529411764705883,CORN,14,Content,VADER,3b
0.5676470588235294,CORN,14,Content,VADER,3b
0.5735294117647058,CORN,14,Content,VADER,3b
0.6264705882352941,CORN,14,Content,VADER,3b
0.6,CORN,14,Content,VADER,3b
0.5794117647058824,CORN,14,Content,VADER,3b
0.6029411764705882,CORN,14,Content,VADER,3b
0.5705882352941176,CORN,14,Content,VADER,3b
0.6176470588235294,CORN,14,Content,VADER,3b
0.5823529411764706,CORN,14,Content,VADER,3b
0.5794117647058824,CORN,14,Content,VADER,3b
0.5852941176470589,CORN,14,Content,VADER,3b
0.5794117647058824,CORN,14,Content,VADER,3b
0.5735294117647058,CORN,14,Content,VADER,3b
0.6,CORN,14,Content,VADER,3b
0.6088235294117647,CORN,14,Content,VADER,3b
0.5970588235294118,CORN,14,Content,VADER,3b
0.5911764705882353,CORN,14,Content,VADER,3b
0.5852941176470589,CORN,14,Content,VADER,3b
0.5647058823529412,CORN,14,Content,VADER,3b
0.5852941176470589,CORN,14,Content,VADER,3b
0.5911764705882353,CORN,14,Content,VADER,3b
0.55,CORN,14,Content,VADER,3b
0.5823529411764706,CORN,14,Content,VADER,3b
0.5735294117647058,CORN,14,Content,VADER,3b
0.5676470588235294,CORN,14,Content,VADER,3b
0.5176470588235295,CORN,14,Content,VADER,3b
0.5676470588235294,CORN,14,Content,VADER,3b
0.6088235294117647,CORN,14,Content,VADER,3b
0.5882352941176471,CORN,14,Content,VADER,3b
0.5764705882352941,CORN,14,Content,VADER,3b
0.6205882352941177,CORN,14,Content,VADER,3b
0.5880597014925373,CORN,30,Content,VADER,3b
0.582089552238806,CORN,30,Content,VADER,3b
0.5671641791044776,CORN,30,Content,VADER,3b
0.5850746268656717,CORN,30,Content,VADER,3b
0.5552238805970149,CORN,30,Content,VADER,3b
0.6149253731343284,CORN,30,Content,VADER,3b
0.6746268656716418,CORN,30,Content,VADER,3b
0.6179104477611941,CORN,30,Content,VADER,3b
0.564179104477612,CORN,30,Content,VADER,3b
0.5492537313432836,CORN,30,Content,VADER,3b
0.5552238805970149,CORN,30,Content,VADER,3b
0.5880597014925373,CORN,30,Content,VADER,3b
0.5402985074626866,CORN,30,Content,VADER,3b
0.5850746268656717,CORN,30,Content,VADER,3b
0.5611940298507463,CORN,30,Content,VADER,3b
0.591044776119403,CORN,30,Content,VADER,3b
0.573134328358209,CORN,30,Content,VADER,3b
0.6,CORN,30,Content,VADER,3b
0.5940298507462687,CORN,30,Content,VADER,3b
0.5582089552238806,CORN,30,Content,VADER,3b
0.5791044776119403,CORN,30,Content,VADER,3b
0.6059701492537314,CORN,30,Content,VADER,3b
0.564179104477612,CORN,30,Content,VADER,3b
0.5970149253731343,CORN,30,Content,VADER,3b
0.6029850746268657,CORN,30,Content,VADER,3b
0.6029850746268657,CORN,30,Content,VADER,3b
0.5582089552238806,CORN,30,Content,VADER,3b
0.6119402985074627,CORN,30,Content,VADER,3b
0.6,CORN,30,Content,VADER,3b
0.6029850746268657,CORN,30,Content,VADER,3b
0.6119402985074627,CORN,30,Content,VADER,3b
0.608955223880597,CORN,30,Content,VADER,3b
0.5611940298507463,CORN,30,Content,VADER,3b
0.5850746268656717,CORN,30,Content,VADER,3b
0.6059701492537314,CORN,30,Content,VADER,3b
0.5582089552238806,CORN,30,Content,VADER,3b
0.5611940298507463,CORN,30,Content,VADER,3b
0.591044776119403,CORN,30,Content,VADER,3b
0.5940298507462687,CORN,30,Content,VADER,3b
0.6298507462686567,CORN,30,Content,VADER,3b
0.591044776119403,CORN,30,Content,VADER,3b
0.5850746268656717,CORN,30,Content,VADER,3b
0.6447761194029851,CORN,30,Content,VADER,3b
0.5432835820895522,CORN,30,Content,VADER,3b
0.6,CORN,30,Content,VADER,3b
0.6059701492537314,CORN,30,Content,VADER,3b
0.6149253731343284,CORN,30,Content,VADER,3b
0.591044776119403,CORN,30,Content,VADER,3b
0.6149253731343284,CORN,30,Content,VADER,3b
0.6179104477611941,CORN,30,Content,VADER,3b
0.5784883720930233,SOYBEAN,0,Content,VADER,3b
0.5784883720930233,SOYBEAN,0,Content,VADER,3b
0.561046511627907,SOYBEAN,0,Content,VADER,3b
0.6017441860465116,SOYBEAN,0,Content,VADER,3b
0.6017441860465116,SOYBEAN,0,Content,VADER,3b
0.561046511627907,SOYBEAN,0,Content,VADER,3b
0.5755813953488372,SOYBEAN,0,Content,VADER,3b
0.561046511627907,SOYBEAN,0,Content,VADER,3b
0.5901162790697675,SOYBEAN,0,Content,VADER,3b
0.6017441860465116,SOYBEAN,0,Content,VADER,3b
0.5901162790697675,SOYBEAN,0,Content,VADER,3b
0.5872093023255814,SOYBEAN,0,Content,VADER,3b
0.5726744186046512,SOYBEAN,0,Content,VADER,3b
0.5697674418604651,SOYBEAN,0,Content,VADER,3b
0.5552325581395349,SOYBEAN,0,Content,VADER,3b
0.5959302325581395,SOYBEAN,0,Content,VADER,3b
0.5494186046511628,SOYBEAN,0,Content,VADER,3b
0.5348837209302325,SOYBEAN,0,Content,VADER,3b
0.5872093023255814,SOYBEAN,0,Content,VADER,3b
0.5959302325581395,SOYBEAN,0,Content,VADER,3b
0.563953488372093,SOYBEAN,0,Content,VADER,3b
0.5843023255813954,SOYBEAN,0,Content,VADER,3b
0.5784883720930233,SOYBEAN,0,Content,VADER,3b
0.5232558139534884,SOYBEAN,0,Content,VADER,3b
0.6133720930232558,SOYBEAN,0,Content,VADER,3b
0.5581395348837209,SOYBEAN,0,Content,VADER,3b
0.5348837209302325,SOYBEAN,0,Content,VADER,3b
0.5436046511627907,SOYBEAN,0,Content,VADER,3b
0.5552325581395349,SOYBEAN,0,Content,VADER,3b
0.5930232558139535,SOYBEAN,0,Content,VADER,3b
0.5406976744186046,SOYBEAN,0,Content,VADER,3b
0.5523255813953488,SOYBEAN,0,Content,VADER,3b
0.5784883720930233,SOYBEAN,0,Content,VADER,3b
0.5930232558139535,SOYBEAN,0,Content,VADER,3b
0.5784883720930233,SOYBEAN,0,Content,VADER,3b
0.5813953488372093,SOYBEAN,0,Content,VADER,3b
0.5581395348837209,SOYBEAN,0,Content,VADER,3b
0.5784883720930233,SOYBEAN,0,Content,VADER,3b
0.6046511627906976,SOYBEAN,0,Content,VADER,3b
0.5901162790697675,SOYBEAN,0,Content,VADER,3b
0.5552325581395349,SOYBEAN,0,Content,VADER,3b
0.5813953488372093,SOYBEAN,0,Content,VADER,3b
0.5755813953488372,SOYBEAN,0,Content,VADER,3b
0.5813953488372093,SOYBEAN,0,Content,VADER,3b
0.5784883720930233,SOYBEAN,0,Content,VADER,3b
0.5813953488372093,SOYBEAN,0,Content,VADER,3b
0.5581395348837209,SOYBEAN,0,Content,VADER,3b
0.563953488372093,SOYBEAN,0,Content,VADER,3b
0.561046511627907,SOYBEAN,0,Content,VADER,3b
0.5959302325581395,SOYBEAN,0,Content,VADER,3b
0.5784883720930233,SOYBEAN,1,Content,VADER,3b
0.5813953488372093,SOYBEAN,1,Content,VADER,3b
0.5726744186046512,SOYBEAN,1,Content,VADER,3b
0.5843023255813954,SOYBEAN,1,Content,VADER,3b
0.5930232558139535,SOYBEAN,1,Content,VADER,3b
0.5523255813953488,SOYBEAN,1,Content,VADER,3b
0.5552325581395349,SOYBEAN,1,Content,VADER,3b
0.6191860465116279,SOYBEAN,1,Content,VADER,3b
0.5901162790697675,SOYBEAN,1,Content,VADER,3b
0.5784883720930233,SOYBEAN,1,Content,VADER,3b
0.5843023255813954,SOYBEAN,1,Content,VADER,3b
0.5901162790697675,SOYBEAN,1,Content,VADER,3b
0.5581395348837209,SOYBEAN,1,Content,VADER,3b
0.5988372093023255,SOYBEAN,1,Content,VADER,3b
0.6191860465116279,SOYBEAN,1,Content,VADER,3b
0.5901162790697675,SOYBEAN,1,Content,VADER,3b
0.5494186046511628,SOYBEAN,1,Content,VADER,3b
0.563953488372093,SOYBEAN,1,Content,VADER,3b
0.5494186046511628,SOYBEAN,1,Content,VADER,3b
0.5813953488372093,SOYBEAN,1,Content,VADER,3b
0.561046511627907,SOYBEAN,1,Content,VADER,3b
0.5697674418604651,SOYBEAN,1,Content,VADER,3b
0.5348837209302325,SOYBEAN,1,Content,VADER,3b
0.5087209302325582,SOYBEAN,1,Content,VADER,3b
0.5784883720930233,SOYBEAN,1,Content,VADER,3b
0.561046511627907,SOYBEAN,1,Content,VADER,3b
0.5755813953488372,SOYBEAN,1,Content,VADER,3b
0.5784883720930233,SOYBEAN,1,Content,VADER,3b
0.561046511627907,SOYBEAN,1,Content,VADER,3b
0.5581395348837209,SOYBEAN,1,Content,VADER,3b
0.5813953488372093,SOYBEAN,1,Content,VADER,3b
0.5436046511627907,SOYBEAN,1,Content,VADER,3b
0.563953488372093,SOYBEAN,1,Content,VADER,3b
0.5697674418604651,SOYBEAN,1,Content,VADER,3b
0.5872093023255814,SOYBEAN,1,Content,VADER,3b
0.5872093023255814,SOYBEAN,1,Content,VADER,3b
0.5668604651162791,SOYBEAN,1,Content,VADER,3b
0.5377906976744186,SOYBEAN,1,Content,VADER,3b
0.5784883720930233,SOYBEAN,1,Content,VADER,3b
0.5261627906976745,SOYBEAN,1,Content,VADER,3b
0.5174418604651163,SOYBEAN,1,Content,VADER,3b
0.5755813953488372,SOYBEAN,1,Content,VADER,3b
0.5813953488372093,SOYBEAN,1,Content,VADER,3b
0.563953488372093,SOYBEAN,1,Content,VADER,3b
0.5465116279069767,SOYBEAN,1,Content,VADER,3b
0.561046511627907,SOYBEAN,1,Content,VADER,3b
0.5813953488372093,SOYBEAN,1,Content,VADER,3b
0.5465116279069767,SOYBEAN,1,Content,VADER,3b
0.6308139534883721,SOYBEAN,1,Content,VADER,3b
0.5784883720930233,SOYBEAN,1,Content,VADER,3b
0.561046511627907,SOYBEAN,2,Content,VADER,3b
0.5901162790697675,SOYBEAN,2,Content,VADER,3b
0.5843023255813954,SOYBEAN,2,Content,VADER,3b
0.5813953488372093,SOYBEAN,2,Content,VADER,3b
0.5668604651162791,SOYBEAN,2,Content,VADER,3b
0.5959302325581395,SOYBEAN,2,Content,VADER,3b
0.5784883720930233,SOYBEAN,2,Content,VADER,3b
0.561046511627907,SOYBEAN,2,Content,VADER,3b
0.6017441860465116,SOYBEAN,2,Content,VADER,3b
0.5668604651162791,SOYBEAN,2,Content,VADER,3b
0.5930232558139535,SOYBEAN,2,Content,VADER,3b
0.5930232558139535,SOYBEAN,2,Content,VADER,3b
0.5988372093023255,SOYBEAN,2,Content,VADER,3b
0.6046511627906976,SOYBEAN,2,Content,VADER,3b
0.5668604651162791,SOYBEAN,2,Content,VADER,3b
0.5726744186046512,SOYBEAN,2,Content,VADER,3b
0.5726744186046512,SOYBEAN,2,Content,VADER,3b
0.6017441860465116,SOYBEAN,2,Content,VADER,3b
0.5406976744186046,SOYBEAN,2,Content,VADER,3b
0.5668604651162791,SOYBEAN,2,Content,VADER,3b
0.5901162790697675,SOYBEAN,2,Content,VADER,3b
0.5261627906976745,SOYBEAN,2,Content,VADER,3b
0.5436046511627907,SOYBEAN,2,Content,VADER,3b
0.563953488372093,SOYBEAN,2,Content,VADER,3b
0.5813953488372093,SOYBEAN,2,Content,VADER,3b
0.625,SOYBEAN,2,Content,VADER,3b
0.5552325581395349,SOYBEAN,2,Content,VADER,3b
0.5726744186046512,SOYBEAN,2,Content,VADER,3b
0.5465116279069767,SOYBEAN,2,Content,VADER,3b
0.5784883720930233,SOYBEAN,2,Content,VADER,3b
0.5784883720930233,SOYBEAN,2,Content,VADER,3b
0.6017441860465116,SOYBEAN,2,Content,VADER,3b
0.5930232558139535,SOYBEAN,2,Content,VADER,3b
0.5872093023255814,SOYBEAN,2,Content,VADER,3b
0.5988372093023255,SOYBEAN,2,Content,VADER,3b
0.5930232558139535,SOYBEAN,2,Content,VADER,3b
0.5523255813953488,SOYBEAN,2,Content,VADER,3b
0.561046511627907,SOYBEAN,2,Content,VADER,3b
