ACCURACY,GRAIN,DELAY,TEXT,EXPERIMENT,TOOL
0.541033434650456,CORN,1,Content,1,VADER
0.5349544072948328,CORN,2,Content,1,VADER
0.46200607902735563,CORN,2,Content,1,VADER
0.5106382978723404,CORN,2,Content,1,VADER
0.547112462006079,CORN,2,Content,1,VADER
0.5623100303951368,CORN,2,Content,1,VADER
0.5319148936170213,CORN,2,Content,1,VADER
0.5167173252279635,CORN,2,Content,1,VADER
0.48328267477203646,CORN,2,Content,1,VADER
0.5045592705167173,CORN,2,Content,1,VADER
0.5197568389057751,CORN,2,Content,1,VADER
0.5319148936170213,CORN,2,Content,1,VADER
0.541033434650456,CORN,2,Content,1,VADER
0.5501519756838906,CORN,2,Content,1,VADER
0.5653495440729484,CORN,2,Content,1,VADER
0.5714285714285714,CORN,2,Content,1,VADER
0.5319148936170213,CORN,2,Content,1,VADER
0.5562310030395137,CORN,2,Content,1,VADER
0.5440729483282675,CORN,2,Content,1,VADER
0.547112462006079,CORN,2,Content,1,VADER
0.5775075987841946,CORN,2,Content,1,VADER
0.547112462006079,CORN,2,Content,1,VADER
0.547112462006079,CORN,2,Content,1,VADER
0.5106382978723404,CORN,2,Content,1,VADER
0.5227963525835866,CORN,2,Content,1,VADER
0.513677811550152,CORN,2,Content,1,VADER
0.5197568389057751,CORN,2,Content,1,VADER
0.5623100303951368,CORN,2,Content,1,VADER
0.5379939209726444,CORN,2,Content,1,VADER
0.547112462006079,CORN,2,Content,1,VADER
0.541033434650456,CORN,2,Content,1,VADER
0.547112462006079,CORN,2,Content,1,VADER
0.5562310030395137,CORN,2,Content,1,VADER
0.5379939209726444,CORN,2,Content,1,VADER
0.5227963525835866,CORN,2,Content,1,VADER
0.5106382978723404,CORN,2,Content,1,VADER
0.5440729483282675,CORN,2,Content,1,VADER
0.5592705167173252,CORN,2,Content,1,VADER
0.541033434650456,CORN,2,Content,1,VADER
0.5623100303951368,CORN,2,Content,1,VADER
0.574468085106383,CORN,2,Content,1,VADER
0.541033434650456,CORN,2,Content,1,VADER
0.5075987841945289,CORN,2,Content,1,VADER
0.5531914893617021,CORN,2,Content,1,VADER
0.5501519756838906,CORN,2,Content,1,VADER
0.5167173252279635,CORN,2,Content,1,VADER
0.5075987841945289,CORN,2,Content,1,VADER
0.5440729483282675,CORN,2,Content,1,VADER
0.547112462006079,CORN,2,Content,1,VADER
0.513677811550152,CORN,2,Content,1,VADER
0.5714285714285714,CORN,2,Content,1,VADER
0.5670731707317073,CORN,3,Content,1,VADER
0.4878048780487805,CORN,3,Content,1,VADER
0.5091463414634146,CORN,3,Content,1,VADER
0.5457317073170732,CORN,3,Content,1,VADER
0.4451219512195122,CORN,3,Content,1,VADER
0.5426829268292683,CORN,3,Content,1,VADER
0.5060975609756098,CORN,3,Content,1,VADER
0.5426829268292683,CORN,3,Content,1,VADER
0.5213414634146342,CORN,3,Content,1,VADER
0.5152439024390244,CORN,3,Content,1,VADER
0.5579268292682927,CORN,3,Content,1,VADER
0.5396341463414634,CORN,3,Content,1,VADER
0.5274390243902439,CORN,3,Content,1,VADER
0.5182926829268293,CORN,3,Content,1,VADER
0.5609756097560976,CORN,3,Content,1,VADER
0.5335365853658537,CORN,3,Content,1,VADER
0.5640243902439024,CORN,3,Content,1,VADER
0.5457317073170732,CORN,3,Content,1,VADER
0.4847560975609756,CORN,3,Content,1,VADER
0.5457317073170732,CORN,3,Content,1,VADER
0.5426829268292683,CORN,3,Content,1,VADER
0.5274390243902439,CORN,3,Content,1,VADER
0.5396341463414634,CORN,3,Content,1,VADER
0.5304878048780488,CORN,3,Content,1,VADER
0.5060975609756098,CORN,3,Content,1,VADER
0.5487804878048781,CORN,3,Content,1,VADER
0.5396341463414634,CORN,3,Content,1,VADER
0.5335365853658537,CORN,3,Content,1,VADER
0.5457317073170732,CORN,3,Content,1,VADER
0.5792682926829268,CORN,3,Content,1,VADER
0.5213414634146342,CORN,3,Content,1,VADER
0.5701219512195121,CORN,3,Content,1,VADER
0.5304878048780488,CORN,3,Content,1,VADER
0.524390243902439,CORN,3,Content,1,VADER
0.5304878048780488,CORN,3,Content,1,VADER
0.5426829268292683,CORN,3,Content,1,VADER
0.5396341463414634,CORN,3,Content,1,VADER
0.5640243902439024,CORN,3,Content,1,VADER
0.5365853658536586,CORN,3,Content,1,VADER
0.5426829268292683,CORN,3,Content,1,VADER
0.5548780487804879,CORN,3,Content,1,VADER
0.5365853658536586,CORN,3,Content,1,VADER
0.5213414634146342,CORN,3,Content,1,VADER
0.5640243902439024,CORN,3,Content,1,VADER
0.5182926829268293,CORN,3,Content,1,VADER
0.5335365853658537,CORN,3,Content,1,VADER
0.5335365853658537,CORN,3,Content,1,VADER
0.5304878048780488,CORN,3,Content,1,VADER
0.5335365853658537,CORN,3,Content,1,VADER
0.5548780487804879,CORN,3,Content,1,VADER
0.5487804878048781,CORN,5,Content,1,VADER
0.5548780487804879,CORN,5,Content,1,VADER
0.5396341463414634,CORN,5,Content,1,VADER
0.4847560975609756,CORN,5,Content,1,VADER
0.5060975609756098,CORN,5,Content,1,VADER
0.5182926829268293,CORN,5,Content,1,VADER
0.5121951219512195,CORN,5,Content,1,VADER
0.5213414634146342,CORN,5,Content,1,VADER
0.573170731707317,CORN,5,Content,1,VADER
0.5182926829268293,CORN,5,Content,1,VADER
0.551829268292683,CORN,5,Content,1,VADER
0.5701219512195121,CORN,5,Content,1,VADER
0.5670731707317073,CORN,5,Content,1,VADER
0.524390243902439,CORN,5,Content,1,VADER
0.4847560975609756,CORN,5,Content,1,VADER
0.524390243902439,CORN,5,Content,1,VADER
0.5457317073170732,CORN,5,Content,1,VADER
0.5487804878048781,CORN,5,Content,1,VADER
0.5426829268292683,CORN,5,Content,1,VADER
0.5487804878048781,CORN,5,Content,1,VADER
0.5335365853658537,CORN,5,Content,1,VADER
0.5304878048780488,CORN,5,Content,1,VADER
0.5365853658536586,CORN,5,Content,1,VADER
0.4817073170731707,CORN,5,Content,1,VADER
0.5426829268292683,CORN,5,Content,1,VADER
0.5121951219512195,CORN,5,Content,1,VADER
0.5,CORN,5,Content,1,VADER
0.4847560975609756,CORN,5,Content,1,VADER
0.5152439024390244,CORN,5,Content,1,VADER
0.5548780487804879,CORN,5,Content,1,VADER
0.5304878048780488,CORN,5,Content,1,VADER
0.5182926829268293,CORN,5,Content,1,VADER
0.5579268292682927,CORN,5,Content,1,VADER
0.5121951219512195,CORN,5,Content,1,VADER
0.5609756097560976,CORN,5,Content,1,VADER
0.5670731707317073,CORN,5,Content,1,VADER
0.524390243902439,CORN,5,Content,1,VADER
0.5152439024390244,CORN,5,Content,1,VADER
0.49390243902439024,CORN,5,Content,1,VADER
0.5640243902439024,CORN,5,Content,1,VADER
0.551829268292683,CORN,5,Content,1,VADER
0.5121951219512195,CORN,5,Content,1,VADER
0.5396341463414634,CORN,5,Content,1,VADER
0.5426829268292683,CORN,5,Content,1,VADER
0.5365853658536586,CORN,5,Content,1,VADER
0.5182926829268293,CORN,5,Content,1,VADER
0.5304878048780488,CORN,5,Content,1,VADER
0.5426829268292683,CORN,5,Content,1,VADER
0.4969512195121951,CORN,5,Content,1,VADER
0.5335365853658537,CORN,5,Content,1,VADER
0.5045871559633027,CORN,7,Content,1,VADER
0.5535168195718655,CORN,7,Content,1,VADER
0.4831804281345566,CORN,7,Content,1,VADER
0.5535168195718655,CORN,7,Content,1,VADER
0.5321100917431193,CORN,7,Content,1,VADER
0.5259938837920489,CORN,7,Content,1,VADER
0.5596330275229358,CORN,7,Content,1,VADER
0.5198776758409785,CORN,7,Content,1,VADER
0.5412844036697247,CORN,7,Content,1,VADER
0.5137614678899083,CORN,7,Content,1,VADER
0.5382262996941896,CORN,7,Content,1,VADER
0.5259938837920489,CORN,7,Content,1,VADER
0.5198776758409785,CORN,7,Content,1,VADER
0.5351681957186545,CORN,7,Content,1,VADER
0.5504587155963303,CORN,7,Content,1,VADER
0.4740061162079511,CORN,7,Content,1,VADER
0.5504587155963303,CORN,7,Content,1,VADER
0.5015290519877675,CORN,7,Content,1,VADER
0.5321100917431193,CORN,7,Content,1,VADER
0.5688073394495413,CORN,7,Content,1,VADER
0.5229357798165137,CORN,7,Content,1,VADER
0.5535168195718655,CORN,7,Content,1,VADER
0.5474006116207951,CORN,7,Content,1,VADER
0.5443425076452599,CORN,7,Content,1,VADER
0.5657492354740061,CORN,7,Content,1,VADER
0.5198776758409785,CORN,7,Content,1,VADER
0.4892966360856269,CORN,7,Content,1,VADER
0.5229357798165137,CORN,7,Content,1,VADER
0.5443425076452599,CORN,7,Content,1,VADER
0.5688073394495413,CORN,7,Content,1,VADER
0.5474006116207951,CORN,7,Content,1,VADER
0.5076452599388379,CORN,7,Content,1,VADER
0.5535168195718655,CORN,7,Content,1,VADER
0.5626911314984709,CORN,7,Content,1,VADER
0.5382262996941896,CORN,7,Content,1,VADER
0.5351681957186545,CORN,7,Content,1,VADER
0.5504587155963303,CORN,7,Content,1,VADER
0.5198776758409785,CORN,7,Content,1,VADER
0.5321100917431193,CORN,7,Content,1,VADER
0.4923547400611621,CORN,7,Content,1,VADER
0.5504587155963303,CORN,7,Content,1,VADER
0.5259938837920489,CORN,7,Content,1,VADER
0.4709480122324159,CORN,7,Content,1,VADER
0.5198776758409785,CORN,7,Content,1,VADER
0.5565749235474006,CORN,7,Content,1,VADER
0.5504587155963303,CORN,7,Content,1,VADER
0.5076452599388379,CORN,7,Content,1,VADER
0.5443425076452599,CORN,7,Content,1,VADER
0.5626911314984709,CORN,7,Content,1,VADER
0.5168195718654435,CORN,7,Content,1,VADER
0.5107692307692308,CORN,14,Content,1,VADER
0.52,CORN,14,Content,1,VADER
0.5538461538461539,CORN,14,Content,1,VADER
0.5476923076923077,CORN,14,Content,1,VADER
0.5384615384615384,CORN,14,Content,1,VADER
0.5538461538461539,CORN,14,Content,1,VADER
0.5353846153846153,CORN,14,Content,1,VADER
0.56,CORN,14,Content,1,VADER
0.49538461538461537,CORN,14,Content,1,VADER
0.52,CORN,14,Content,1,VADER
0.5815384615384616,CORN,14,Content,1,VADER
0.5353846153846153,CORN,14,Content,1,VADER
0.5353846153846153,CORN,14,Content,1,VADER
0.5415384615384615,CORN,14,Content,1,VADER
0.52,CORN,14,Content,1,VADER
0.48923076923076925,CORN,14,Content,1,VADER
0.5384615384615384,CORN,14,Content,1,VADER
0.47692307692307695,CORN,14,Content,1,VADER
0.5384615384615384,CORN,14,Content,1,VADER
0.5353846153846153,CORN,14,Content,1,VADER
0.5476923076923077,CORN,14,Content,1,VADER
0.5415384615384615,CORN,14,Content,1,VADER
0.52,CORN,14,Content,1,VADER
0.5076923076923077,CORN,14,Content,1,VADER
0.5538461538461539,CORN,14,Content,1,VADER
0.5107692307692308,CORN,14,Content,1,VADER
0.556923076923077,CORN,14,Content,1,VADER
0.52,CORN,14,Content,1,VADER
0.5415384615384615,CORN,14,Content,1,VADER
0.5753846153846154,CORN,14,Content,1,VADER
0.56,CORN,14,Content,1,VADER
0.5046153846153846,CORN,14,Content,1,VADER
0.5415384615384615,CORN,14,Content,1,VADER
0.52,CORN,14,Content,1,VADER
0.5692307692307692,CORN,14,Content,1,VADER
0.5138461538461538,CORN,14,Content,1,VADER
0.5415384615384615,CORN,14,Content,1,VADER
0.5230769230769231,CORN,14,Content,1,VADER
0.5323076923076923,CORN,14,Content,1,VADER
0.5661538461538461,CORN,14,Content,1,VADER
0.5292307692307693,CORN,14,Content,1,VADER
0.5323076923076923,CORN,14,Content,1,VADER
0.5046153846153846,CORN,14,Content,1,VADER
0.5353846153846153,CORN,14,Content,1,VADER
0.5538461538461539,CORN,14,Content,1,VADER
0.5446153846153846,CORN,14,Content,1,VADER
0.5446153846153846,CORN,14,Content,1,VADER
0.5076923076923077,CORN,14,Content,1,VADER
0.5015384615384615,CORN,14,Content,1,VADER
0.5261538461538462,CORN,14,Content,1,VADER
0.5203761755485894,CORN,30,Content,1,VADER
0.5360501567398119,CORN,30,Content,1,VADER
0.5642633228840125,CORN,30,Content,1,VADER
0.5141065830721003,CORN,30,Content,1,VADER
0.5454545454545454,CORN,30,Content,1,VADER
0.5203761755485894,CORN,30,Content,1,VADER
0.54858934169279,CORN,30,Content,1,VADER
0.5015673981191222,CORN,30,Content,1,VADER
0.5297805642633229,CORN,30,Content,1,VADER
0.5517241379310345,CORN,30,Content,1,VADER
0.5391849529780565,CORN,30,Content,1,VADER
0.5329153605015674,CORN,30,Content,1,VADER
0.5579937304075235,CORN,30,Content,1,VADER
0.5517241379310345,CORN,30,Content,1,VADER
0.5297805642633229,CORN,30,Content,1,VADER
0.5611285266457681,CORN,30,Content,1,VADER
0.5141065830721003,CORN,30,Content,1,VADER
0.5705329153605015,CORN,30,Content,1,VADER
0.5297805642633229,CORN,30,Content,1,VADER
0.4890282131661442,CORN,30,Content,1,VADER
0.5203761755485894,CORN,30,Content,1,VADER
0.54858934169279,CORN,30,Content,1,VADER
0.4608150470219436,CORN,30,Content,1,VADER
0.54858934169279,CORN,30,Content,1,VADER
0.54858934169279,CORN,30,Content,1,VADER
0.5078369905956113,CORN,30,Content,1,VADER
0.5611285266457681,CORN,30,Content,1,VADER
0.5611285266457681,CORN,30,Content,1,VADER
0.5109717868338558,CORN,30,Content,1,VADER
0.5611285266457681,CORN,30,Content,1,VADER
0.5705329153605015,CORN,30,Content,1,VADER
0.5454545454545454,CORN,30,Content,1,VADER
0.5454545454545454,CORN,30,Content,1,VADER
0.5768025078369906,CORN,30,Content,1,VADER
0.5047021943573667,CORN,30,Content,1,VADER
0.5611285266457681,CORN,30,Content,1,VADER
0.5172413793103449,CORN,30,Content,1,VADER
0.5172413793103449,CORN,30,Content,1,VADER
0.4952978056426332,CORN,30,Content,1,VADER
0.5391849529780565,CORN,30,Content,1,VADER
0.542319749216301,CORN,30,Content,1,VADER
0.5736677115987461,CORN,30,Content,1,VADER
0.5235109717868338,CORN,30,Content,1,VADER
0.554858934169279,CORN,30,Content,1,VADER
0.54858934169279,CORN,30,Content,1,VADER
0.5360501567398119,CORN,30,Content,1,VADER
0.5391849529780565,CORN,30,Content,1,VADER
0.5454545454545454,CORN,30,Content,1,VADER
0.5454545454545454,CORN,30,Content,1,VADER
0.5454545454545454,CORN,30,Content,1,VADER
0.5379939209726444,SOYBEAN,0,Content,1,VADER
0.5349544072948328,SOYBEAN,0,Content,1,VADER
0.5531914893617021,SOYBEAN,0,Content,1,VADER
0.5805471124620061,SOYBEAN,0,Content,1,VADER
0.5835866261398176,SOYBEAN,0,Content,1,VADER
0.5592705167173252,SOYBEAN,0,Content,1,VADER
0.5501519756838906,SOYBEAN,0,Content,1,VADER
0.5319148936170213,SOYBEAN,0,Content,1,VADER
0.5349544072948328,SOYBEAN,0,Content,1,VADER
0.5349544072948328,SOYBEAN,0,Content,1,VADER
0.5683890577507599,SOYBEAN,0,Content,1,VADER
0.513677811550152,SOYBEAN,0,Content,1,VADER
0.5106382978723404,SOYBEAN,0,Content,1,VADER
0.541033434650456,SOYBEAN,0,Content,1,VADER
0.5501519756838906,SOYBEAN,0,Content,1,VADER
0.5653495440729484,SOYBEAN,0,Content,1,VADER
0.547112462006079,SOYBEAN,0,Content,1,VADER
0.547112462006079,SOYBEAN,0,Content,1,VADER
0.5227963525835866,SOYBEAN,0,Content,1,VADER
0.5592705167173252,SOYBEAN,0,Content,1,VADER
0.5197568389057751,SOYBEAN,0,Content,1,VADER
0.5623100303951368,SOYBEAN,0,Content,1,VADER
0.5835866261398176,SOYBEAN,0,Content,1,VADER
0.5258358662613982,SOYBEAN,0,Content,1,VADER
0.5167173252279635,SOYBEAN,0,Content,1,VADER
0.5592705167173252,SOYBEAN,0,Content,1,VADER
0.513677811550152,SOYBEAN,0,Content,1,VADER
0.5562310030395137,SOYBEAN,0,Content,1,VADER
0.5227963525835866,SOYBEAN,0,Content,1,VADER
0.5592705167173252,SOYBEAN,0,Content,1,VADER
0.574468085106383,SOYBEAN,0,Content,1,VADER
0.5288753799392097,SOYBEAN,0,Content,1,VADER
0.547112462006079,SOYBEAN,0,Content,1,VADER
0.5653495440729484,SOYBEAN,0,Content,1,VADER
0.5653495440729484,SOYBEAN,0,Content,1,VADER
0.5167173252279635,SOYBEAN,0,Content,1,VADER
0.5866261398176292,SOYBEAN,0,Content,1,VADER
0.5501519756838906,SOYBEAN,0,Content,1,VADER
0.541033434650456,SOYBEAN,0,Content,1,VADER
0.5288753799392097,SOYBEAN,0,Content,1,VADER
0.5379939209726444,SOYBEAN,0,Content,1,VADER
0.5197568389057751,SOYBEAN,0,Content,1,VADER
0.5531914893617021,SOYBEAN,0,Content,1,VADER
0.5531914893617021,SOYBEAN,0,Content,1,VADER
0.48632218844984804,SOYBEAN,0,Content,1,VADER
0.5531914893617021,SOYBEAN,0,Content,1,VADER
0.5592705167173252,SOYBEAN,0,Content,1,VADER
0.5592705167173252,SOYBEAN,0,Content,1,VADER
0.5927051671732523,SOYBEAN,0,Content,1,VADER
0.5349544072948328,SOYBEAN,0,Content,1,VADER
0.5823170731707317,SOYBEAN,1,Content,1,VADER
0.5640243902439024,SOYBEAN,1,Content,1,VADER
0.5426829268292683,SOYBEAN,1,Content,1,VADER
0.5548780487804879,SOYBEAN,1,Content,1,VADER
0.5121951219512195,SOYBEAN,1,Content,1,VADER
0.573170731707317,SOYBEAN,1,Content,1,VADER
0.573170731707317,SOYBEAN,1,Content,1,VADER
0.5640243902439024,SOYBEAN,1,Content,1,VADER
0.5213414634146342,SOYBEAN,1,Content,1,VADER
0.551829268292683,SOYBEAN,1,Content,1,VADER
0.5396341463414634,SOYBEAN,1,Content,1,VADER
0.5609756097560976,SOYBEAN,1,Content,1,VADER
0.5609756097560976,SOYBEAN,1,Content,1,VADER
0.5670731707317073,SOYBEAN,1,Content,1,VADER
0.551829268292683,SOYBEAN,1,Content,1,VADER
0.5823170731707317,SOYBEAN,1,Content,1,VADER
0.5152439024390244,SOYBEAN,1,Content,1,VADER
0.5640243902439024,SOYBEAN,1,Content,1,VADER
0.551829268292683,SOYBEAN,1,Content,1,VADER
0.5274390243902439,SOYBEAN,1,Content,1,VADER
0.5701219512195121,SOYBEAN,1,Content,1,VADER
0.5487804878048781,SOYBEAN,1,Content,1,VADER
0.5823170731707317,SOYBEAN,1,Content,1,VADER
0.4817073170731707,SOYBEAN,1,Content,1,VADER
0.5213414634146342,SOYBEAN,1,Content,1,VADER
0.5457317073170732,SOYBEAN,1,Content,1,VADER
0.5365853658536586,SOYBEAN,1,Content,1,VADER
0.5609756097560976,SOYBEAN,1,Content,1,VADER
0.551829268292683,SOYBEAN,1,Content,1,VADER
0.5670731707317073,SOYBEAN,1,Content,1,VADER
0.5975609756097561,SOYBEAN,1,Content,1,VADER
0.5609756097560976,SOYBEAN,1,Content,1,VADER
0.551829268292683,SOYBEAN,1,Content,1,VADER
0.4847560975609756,SOYBEAN,1,Content,1,VADER
0.551829268292683,SOYBEAN,1,Content,1,VADER
0.573170731707317,SOYBEAN,1,Content,1,VADER
0.5304878048780488,SOYBEAN,1,Content,1,VADER
0.5121951219512195,SOYBEAN,1,Content,1,VADER
0.5487804878048781,SOYBEAN,1,Content,1,VADER
0.551829268292683,SOYBEAN,1,Content,1,VADER
0.5365853658536586,SOYBEAN,1,Content,1,VADER
0.5640243902439024,SOYBEAN,1,Content,1,VADER
0.5457317073170732,SOYBEAN,1,Content,1,VADER
0.524390243902439,SOYBEAN,1,Content,1,VADER
0.5274390243902439,SOYBEAN,1,Content,1,VADER
0.5640243902439024,SOYBEAN,1,Content,1,VADER
0.5548780487804879,SOYBEAN,1,Content,1,VADER
0.5640243902439024,SOYBEAN,1,Content,1,VADER
0.5670731707317073,SOYBEAN,1,Content,1,VADER
0.5670731707317073,SOYBEAN,1,Content,1,VADER
0.5670731707317073,SOYBEAN,2,Content,1,VADER
0.524390243902439,SOYBEAN,2,Content,1,VADER
0.5091463414634146,SOYBEAN,2,Content,1,VADER
0.5091463414634146,SOYBEAN,2,Content,1,VADER
0.5274390243902439,SOYBEAN,2,Content,1,VADER
0.5579268292682927,SOYBEAN,2,Content,1,VADER
0.5304878048780488,SOYBEAN,2,Content,1,VADER
0.5823170731707317,SOYBEAN,2,Content,1,VADER
0.5396341463414634,SOYBEAN,2,Content,1,VADER
0.5609756097560976,SOYBEAN,2,Content,1,VADER
0.5213414634146342,SOYBEAN,2,Content,1,VADER
0.5792682926829268,SOYBEAN,2,Content,1,VADER
0.551829268292683,SOYBEAN,2,Content,1,VADER
0.5487804878048781,SOYBEAN,2,Content,1,VADER
0.573170731707317,SOYBEAN,2,Content,1,VADER
0.5945121951219512,SOYBEAN,2,Content,1,VADER
0.6067073170731707,SOYBEAN,2,Content,1,VADER
0.5487804878048781,SOYBEAN,2,Content,1,VADER
0.5304878048780488,SOYBEAN,2,Content,1,VADER
0.524390243902439,SOYBEAN,2,Content,1,VADER
0.5213414634146342,SOYBEAN,2,Content,1,VADER
0.5609756097560976,SOYBEAN,2,Content,1,VADER
0.524390243902439,SOYBEAN,2,Content,1,VADER
0.5304878048780488,SOYBEAN,2,Content,1,VADER
0.5426829268292683,SOYBEAN,2,Content,1,VADER
0.5365853658536586,SOYBEAN,2,Content,1,VADER
0.5213414634146342,SOYBEAN,2,Content,1,VADER
0.551829268292683,SOYBEAN,2,Content,1,VADER
0.5365853658536586,SOYBEAN,2,Content,1,VADER
0.5640243902439024,SOYBEAN,2,Content,1,VADER
0.5914634146341463,SOYBEAN,2,Content,1,VADER
0.5548780487804879,SOYBEAN,2,Content,1,VADER
0.5548780487804879,SOYBEAN,2,Content,1,VADER
0.5762195121951219,SOYBEAN,2,Content,1,VADER
0.5396341463414634,SOYBEAN,2,Content,1,VADER
0.5640243902439024,SOYBEAN,2,Content,1,VADER
0.573170731707317,SOYBEAN,2,Content,1,VADER
0.5640243902439024,SOYBEAN,2,Content,1,VADER
0.524390243902439,SOYBEAN,2,Content,1,VADER
0.5792682926829268,SOYBEAN,2,Content,1,VADER
0.551829268292683,SOYBEAN,2,Content,1,VADER
0.5335365853658537,SOYBEAN,2,Content,1,VADER
0.573170731707317,SOYBEAN,2,Content,1,VADER
0.5487804878048781,SOYBEAN,2,Content,1,VADER
0.5670731707317073,SOYBEAN,2,Content,1,VADER
0.5762195121951219,SOYBEAN,2,Content,1,VADER
0.5548780487804879,SOYBEAN,2,Content,1,VADER
0.5853658536585366,SOYBEAN,2,Content,1,VADER
0.5335365853658537,SOYBEAN,2,Content,1,VADER
0.5182926829268293,SOYBEAN,2,Content,1,VADER
0.5579268292682927,SOYBEAN,3,Content,1,VADER
0.5487804878048781,SOYBEAN,3,Content,1,VADER
0.5792682926829268,SOYBEAN,3,Content,1,VADER
0.5213414634146342,SOYBEAN,3,Content,1,VADER
0.5579268292682927,SOYBEAN,3,Content,1,VADER
0.5396341463414634,SOYBEAN,3,Content,1,VADER
0.5487804878048781,SOYBEAN,3,Content,1,VADER
0.5609756097560976,SOYBEAN,3,Content,1,VADER
